FazendaNome,Data,Metragem,DensidadeSeca,Umidade,PlacaVeiculo,MotoristaVeiculo,PesoBruto
MAPAL,2020-10-10,108.9,254.087,2.77,421,4178.0,50640.0
MAPAL,2020-10-10,105.5,239.005,2.34,4126,1996.0,46190.0
MAPAL,2020-10-24,117.0,268.532,7.18,421,4178.0,53240.0
MAPAL,2020-10-26,117.0,264.835,6.54,421,4178.0,53620.0
MAPAL,2020-10-26,98.5,246.012,4.61,4126,1996.0,42420.0
MAPAL,2020-10-27,104.8,252.182,6.93,4126,1996.0,45290.0
MAPAL,2020-11-15,117.2,238.518,4.24,421,4178.0,50040.0
MAPAL,2020-12-03,109.84,253.725,4.39,421,4178.0,49660.0
MAPAL,2020-12-06,98.5,267.643,4.18,421,4178.0,48110.0
MAPAL,2021-06-11,60.0,234.852,24.16,2517,1381.0,35780.0
MAPAL,2021-08-13,97.89,237.614,4.29,206,1996.0,40380.0
MAPAL,2021-09-21,98.07,239.115,3.05,4126,1996.0,40700.0
MAPAL,2021-10-24,74.92,239.455,4.71,60,149.0,28770.0
MAPAL,2022-02-08,75.6,266.27,4.26,60,149.0,31030.0
MAPAL,2022-02-22,77.0,254.805,3.53,60,149.0,30380.0
MAPAL,2022-02-28,77.0,258.831,3.18,60,149.0,30620.0
MAPAL,2022-03-04,77.0,252.338,5.24,60,150.0,30230.0
MAPAL,2022-03-08,76.0,253.553,4.23,60,149.0,30060.0
MAPAL,2022-03-19,76.47,276.318,11.32,60,149.0,31920.0
MAPAL,2022-03-26,78.79,284.427,8.6,60,149.0,33240.0
MAPAL,2022-03-27,60.64,256.926,5.51,60,150.0,26450.0
MAPAL,2022-04-02,77.8,263.625,7.66,60,149.0,31290.0
MAPAL,2022-04-05,76.0,252.632,3.79,60,150.0,29910.0
MAPAL,2022-04-17,78.96,250.253,4.65,60,149.0,30580.0
MAPAL,2022-05-01,78.31,244.541,4.71,60,149.0,30050.0
MAPAL,2022-05-17,75.21,258.875,4.08,60,149.0,30290.0
MAPAL,2022-05-18,76.16,240.021,3.99,60,149.0,28980.0
MAPAL,2022-05-18,76.26,223.971,4.34,60,149.0,27770.0
MAPAL,2022-05-27,99.06,248.233,3.19,2192,2060.0,42210.0
MAPAL,2022-05-30,74.8,339.706,6.63,60,149.0,36140.0
MAPAL,2022-05-31,79.74,228.116,4.59,60,149.0,28930.0
MAPAL,2022-06-02,120.6,311.111,9.7,1927,150.0,59510.0
MAPAL,2022-06-02,79.83,237.755,3.97,60,149.0,29820.0
MAPAL,2022-06-06,119.73,296.5,10.95,1927,150.0,57540.0
MAPAL,2022-06-19,76.53,250.144,25.27,60,149.0,32750.0
MAPAL,2022-06-24,99.2,251.109,5.11,2192,2060.0,42280.0
MAPAL,2022-06-27,77.0,221.558,4.92,60,149.0,27590.0
MAPAL,2022-07-03,78.0,249.231,5.2,60,149.0,30240.0
MAPAL,2022-07-05,74.25,258.99,2.24,60,149.0,29820.0
MAPAL,2022-07-06,74.0,247.027,5.02,60,149.0,29020.0
MAPAL,2022-07-07,72.1,451.745,21.03,60,149.0,46600.0
MAPAL,2022-07-07,70.0,264.429,2.92,60,149.0,29120.0
MAPAL,2022-07-09,73.0,251.37,4.55,60,149.0,29030.0
MAPAL,2022-07-09,70.0,266.857,4.2,60,149.0,29440.0
MAPAL,2022-07-11,75.0,271.2,5.2,60,149.0,31000.0
MAPAL,2022-07-11,53.48,436.184,24.38,60,149.0,37330.0
MAPAL,2022-07-13,62.5,471.04,10.86,60,149.0,40120.0
MAPAL,2022-07-14,64.46,453.248,19.99,60,149.0,42480.0
MAPAL,2022-07-18,76.5,279.346,4.38,60,149.0,32000.0
MAPAL,2022-07-19,74.0,287.838,4.88,60,149.0,31970.0
MAPAL,2022-07-21,64.0,386.17,13.74,60,149.0,36040.0
MAPAL,2022-07-22,72.2,295.291,2.5,60,149.0,32060.0
MAPAL,2022-07-23,65.5,308.092,10.62,60,149.0,30880.0
MAPAL,2022-07-24,72.5,299.758,14.86,60,149.0,33050.0
MAPAL,2022-07-25,75.01,283.962,11.92,60,149.0,31910.0
MAPAL,2022-07-27,72.2,342.329,13.93,60,149.0,35870.0
MAPAL,2022-07-27,74.8,288.77,4.8,60,149.0,32320.0
MAPAL,2022-07-28,74.0,288.784,8.43,60,149.0,31990.0
MAPAL,2022-07-29,78.5,292.866,9.18,60,149.0,33690.0
MAPAL,2022-08-01,74.5,325.906,7.48,60,149.0,34910.0
MAPAL,2022-08-04,125.5,291.554,4.59,2350,1517.0,59700.0
MAPAL,2022-08-05,117.8,331.031,14.57,1927,150.0,61910.0
MAPAL,2022-08-05,75.95,330.876,4.04,60,149.0,35800.0
MAPAL,2022-08-06,76.2,355.381,8.19,60,149.0,37880.0
MAPAL,2022-08-08,77.0,255.584,5.55,60,149.0,30740.0
MAPAL,2022-08-10,76.64,253.001,4.7,60,149.0,30440.0
MAPAL,2022-08-11,119.5,256.234,4.43,1927,150.0,52760.0
MAPAL,2022-08-13,77.25,240.518,5.15,60,149.0,29430.0
MAPAL,2022-08-14,75.6,242.063,4.81,60,149.0,29110.0
MAPAL,2022-08-18,75.7,262.616,7.32,60,149.0,31000.0
MAPAL,2022-08-19,74.49,251.443,3.47,60,149.0,29620.0
MAPAL,2022-08-20,78.55,283.386,6.31,60,149.0,33140.0
MAPAL,2022-08-24,120.36,250.415,4.45,1927,150.0,51780.0
MAPAL,2022-08-24,76.56,247.126,3.89,60,149.0,29690.0
MAPAL,2022-08-25,77.0,247.662,3.19,60,149.0,29680.0
MAPAL,2022-08-25,76.25,249.836,3.71,60,149.0,29900.0
MAPAL,2022-08-27,72.8,298.352,9.94,60,149.0,32500.0
MAPAL,2022-08-31,75.0,296.667,4.06,60,149.0,32960.0
MAPAL,2022-09-04,112.38,246.841,3.84,2413,2921.0,46470.0
MAPAL,2022-09-04,78.59,238.325,4.5,60,149.0,29540.0
MAPAL,2022-09-06,79.1,250.316,4.85,60,149.0,30590.0
MAPAL,2022-09-07,76.2,244.882,3.7,60,149.0,29470.0
MAPAL,2022-09-07,121.0,233.058,3.78,1927,150.0,49820.0
MAPAL,2022-09-07,74.0,244.73,3.59,60,149.0,28720.0
MAPAL,2022-09-10,78.5,235.796,2.94,60,149.0,29280.0
MAPAL,2022-09-12,78.3,240.23,2.05,60,149.0,29530.0
MAPAL,2022-09-13,79.5,238.994,6.08,60,149.0,29710.0
MAPAL,2022-09-16,120.0,239.0,2.98,1927,150.0,50660.0
MAPAL,2022-09-17,78.0,238.462,3.82,60,149.0,29460.0
MAPAL,2022-09-17,76.0,245.789,3.8,60,149.0,29370.0
MAPAL,2022-09-20,75.6,225.661,3.44,60,149.0,27710.0
MAPAL,2022-09-22,112.3,233.037,4.68,2413,2921.0,45260.0
MAPAL,2022-09-23,75.0,241.067,3.99,60,149.0,28740.0
MAPAL,2022-09-23,119.0,240.0,3.56,1927,150.0,50310.0
MAPAL,2022-09-23,113.64,222.017,5.42,2413,2921.0,43970.0
MAPAL,2022-09-24,75.16,234.034,4.45,60,149.0,28300.0
MAPAL,2022-09-25,78.58,254.089,21.46,60,149.0,32700.0
MAPAL,2022-09-26,78.01,240.738,6.79,60,149.0,29740.0
MAPAL,2022-09-27,77.88,247.432,4.99,60,149.0,30230.0
MAPAL,2022-09-30,72.82,263.115,8.76,60,149.0,30010.0
MAPAL,2022-09-30,75.92,283.456,4.84,60,149.0,32470.0
MAPAL,2022-10-01,75.21,281.83,13.1,60,149.0,32130.0
MAPAL,2022-10-02,75.68,280.92,7.07,60,149.0,32000.0
MAPAL,2022-10-04,76.5,287.582,3.92,60,149.0,32800.0
MAPAL,2022-10-06,77.83,243.736,3.59,60,149.0,29760.0
MAPAL,2022-10-07,76.0,271.184,7.32,60,149.0,31470.0
MAPAL,2022-10-08,77.1,262.145,14.98,60,149.0,31620.0
MAPAL,2022-10-08,78.1,277.593,5.45,60,149.0,32510.0
MAPAL,2022-10-10,78.79,210.814,3.87,60,149.0,27460.0
MAPAL,2022-10-11,64.1,249.922,6.04,60,149.0,26800.0
MAPAL,2022-10-13,79.98,243.821,12.87,60,149.0,30580.0
MAPAL,2022-10-17,79.78,230.258,9.05,60,149.0,29090.0
MAPAL,2022-10-19,77.83,246.049,5.39,60,149.0,30080.0
MAPAL,2022-10-19,78.74,253.239,5.89,60,149.0,30780.0
MAPAL,2022-10-21,78.15,287.012,6.31,60,149.0,33170.0
MAPAL,2022-10-22,77.59,237.273,5.02,60,149.0,29020.0
MAPAL,2022-10-25,77.83,273.673,7.12,60,149.0,31970.0
MAPAL,2022-10-26,75.16,265.55,14.84,60,149.0,31250.0
MAPAL,2022-10-27,77.65,228.719,4.19,60,149.0,28530.0
MAPAL,2022-10-31,78.55,200.127,4.94,60,149.0,26360.0
MAPAL,2022-11-01,76.88,244.017,5.37,60,149.0,29500.0
MAPAL,2022-11-02,77.83,233.715,6.42,60,149.0,28840.0
MAPAL,2022-11-05,78.23,251.31,2.97,60,149.0,30380.0
MAPAL,2022-11-08,78.35,243.523,3.51,60,149.0,29790.0
MAPAL,2022-11-09,79.03,244.717,3.32,60,149.0,29970.0
MAPAL,2022-11-11,122.14,254.135,3.73,1927,150.0,53270.0
MAPAL,2022-11-11,78.31,252.075,3.57,60,149.0,30600.0
MAPAL,2022-11-14,79.03,237.252,4.02,60,149.0,29880.0
MAPAL,2022-11-15,78.47,283.675,3.52,60,149.0,33100.0
MAPAL,2022-11-16,79.03,300.013,6.71,60,149.0,34700.0
MAPAL,2022-11-17,79.74,247.429,3.75,60,149.0,30600.0
MAPAL,2022-11-17,78.31,235.347,3.36,60,149.0,29300.0
MAPAL,2022-11-18,79.03,256.232,3.99,60,149.0,30970.0
MAPAL,2022-11-18,77.83,264.294,8.55,60,149.0,31330.0
MAPAL,2022-11-19,79.52,255.282,3.03,60,149.0,31070.0
MAPAL,2022-11-19,78.55,251.305,4.81,60,149.0,30620.0
MAPAL,2022-11-21,78.55,250.668,4.1,60,149.0,30590.0
MAPAL,2022-11-22,78.79,245.336,3.78,60,149.0,30190.0
MAPAL,2022-11-22,79.74,246.551,3.47,60,149.0,30530.0
MAPAL,2022-11-23,77.12,281.898,3.77,60,149.0,32540.0
MAPAL,2022-11-23,76.4,274.346,4.9,60,149.0,31570.0
MAPAL,2022-11-24,78.07,266.299,4.26,60,149.0,31530.0
MAPAL,2022-11-24,73.53,276.35,8.85,60,149.0,30960.0
MAPAL,2022-11-25,78.93,244.52,2.89,60,149.0,30180.0
MAPAL,2022-11-26,77.31,259.216,3.66,60,149.0,30950.0
MAPAL,2022-11-26,78.02,240.836,1.52,60,149.0,29600.0
MAPAL,2022-11-28,79.74,244.796,3.74,60,149.0,30280.0
MAPAL,2022-11-29,76.4,267.932,2.36,60,149.0,31230.0
MAPAL,2022-11-29,75.21,241.856,3.0,60,149.0,28900.0
MAPAL,2022-11-30,104.0,255.962,3.06,6880,5248.0,47650.0
MAPAL,2022-12-01,78.39,255.772,3.58,60,149.0,30700.0
MAPAL,2022-12-02,78.31,261.78,4.77,60,149.0,31460.0
MAPAL,2022-12-03,77.79,255.303,3.15,60,149.0,30860.0
MAPAL,2022-12-06,76.4,245.419,7.16,60,149.0,29650.0
MAPAL,2022-12-06,77.71,251.062,6.09,60,149.0,30400.0
MAPAL,2022-12-07,113.14,277.002,4.37,6880,5248.0,52610.0
MAPAL,2022-12-08,78.26,248.147,4.27,60,149.0,30300.0
MAPAL,2022-12-10,76.54,243.141,3.83,60,149.0,29350.0
MAPAL,2022-12-16,77.72,244.853,3.86,60,149.0,29930.0
MAPAL,2022-12-16,78.12,250.128,3.62,60,149.0,30430.0
MAPAL,2022-12-23,119.14,242.32,4.68,1927,150.0,50770.0
MAPAL,2022-12-24,75.23,246.71,4.21,60,149.0,29390.0
MAPAL,2022-12-25,75.87,243.443,3.23,60,149.0,29220.0
MAPAL,2022-12-25,122.52,227.473,3.05,6880,5248.0,49160.0
MAPAL,2022-12-25,124.71,243.685,3.24,6876,5288.0,52180.0
MAPAL,2022-12-31,123.7,256.184,3.21,6880,5248.0,53120.0
MAPAL,2023-01-01,76.27,250.688,3.67,60,149.0,30060.0
MAPAL,2023-01-02,119.5,237.992,2.48,1927,150.0,50770.0
MAPAL,2023-01-03,123.92,245.4,3.61,1927,150.0,53040.0
MAPAL,2023-01-04,69.24,265.887,6.42,60,149.0,29580.0
MAPAL,2023-01-10,78.31,238.667,3.67,60,149.0,29490.0
MAPAL,2023-01-11,78.88,239.097,3.35,60,149.0,29750.0
MAPAL,2023-01-12,78.32,248.212,2.99,60,149.0,30150.0
MAPAL,2023-01-13,78.31,263.312,3.87,60,149.0,31270.0
MAPAL,2023-01-13,78.79,233.405,2.52,60,149.0,29450.0
MAPAL,2023-01-14,78.94,249.05,4.2,60,149.0,30630.0
MAPAL,2023-01-16,78.55,245.321,4.74,60,149.0,30100.0
MAPAL,2023-01-18,78.87,231.393,3.52,60,149.0,29110.0
MAPAL,2023-01-18,75.4,240.849,3.33,60,149.0,28970.0
MAPAL,2023-01-20,79.64,237.067,3.79,60,149.0,29650.0
MAPAL,2023-01-21,77.93,236.494,2.97,60,149.0,29110.0
MAPAL,2023-01-25,122.06,258.459,14.4,6880,5248.0,53630.0
MAPAL,2023-01-26,79.32,235.628,5.94,60,149.0,29460.0
MAPAL,2023-01-27,124.55,236.532,5.23,6876,5248.0,50520.0
MAPAL,2023-01-29,77.35,210.73,3.26,60,149.0,27100.0
MAPAL,2023-01-31,78.79,222.617,6.62,60,149.0,28310.0
MAPAL,2023-01-31,75.5,225.96,5.0,60,149.0,28200.0
MAPAL,2023-02-02,110.33,252.696,4.05,2413,2921.0,46720.0
MAPAL,2023-02-03,74.75,234.381,7.25,60,149.0,28330.0
MAPAL,2023-02-05,73.82,242.211,3.95,60,149.0,28770.0
MAPAL,2023-02-06,76.82,223.119,5.32,60,149.0,27950.0
MAPAL,2023-02-08,78.2,250.895,5.06,60,149.0,30340.0
MAPAL,2023-02-09,78.55,219.987,5.08,60,149.0,28020.0
MAPAL,2023-02-11,76.64,233.69,3.71,60,149.0,28800.0
MAPAL,2023-02-12,125.37,265.055,5.91,6876,5248.0,54550.0
MAPAL,2023-02-14,78.41,226.247,5.22,60,149.0,28680.0
MAPAL,2023-02-18,119.68,262.951,6.21,6842,5288.0,52660.0
MAPAL,2023-02-23,124.16,252.255,5.02,6880,5248.0,52780.0
MAPAL,2023-02-26,114.12,214.949,5.47,2413,2921.0,43400.0
MAPAL,2023-03-06,121.72,286.313,4.1,6880,5248.0,56100.0
MAPAL,2023-03-10,122.86,281.866,4.99,6880,5248.0,56190.0
MAPAL,2023-03-16,112.15,274.008,6.85,2413,2921.0,49480.0
MAPAL,2023-03-18,113.26,293.484,4.88,2413,2921.0,52800.0
MAPAL,2023-04-14,76.48,248.039,6.4,60,149.0,29830.0
MAPAL,2023-04-15,77.17,266.943,5.25,60,149.0,31510.0
MAPAL,2023-04-22,78.22,253.516,4.64,60,149.0,30650.0
MAPAL,2023-05-14,78.71,267.437,2.51,60,149.0,31870.0
MAPAL,2023-05-17,116.44,298.866,4.45,6876,1903.0,56220.0
MAPAL,2023-05-17,120.36,287.969,4.86,6880,5494.0,56000.0
MAPAL,2023-05-28,124.56,275.128,4.98,7302,5494.0,55540.0
MAPAL,2023-05-30,123.61,294.96,5.23,6880,5494.0,57560.0
MAPAL,2023-06-01,120.0,291.167,7.04,6746,1903.0,56250.0
MAPAL,2023-06-06,124.3,289.381,5.49,7343,1903.0,57390.0
MAPAL,2023-06-08,119.3,299.329,5.97,6880,5494.0,57100.0
MAPAL,2023-06-11,113.93,288.072,4.41,6880,5494.0,54120.0
MAPAL,2023-06-13,125.68,287.635,4.65,7329,1903.0,57520.0
MAPAL,2023-06-13,122.62,284.701,4.91,6880,5494.0,56410.0
MAPAL,2023-07-25,77.68,268.924,3.02,60,149.0,31960.0
MAPAL,2023-07-25,118.41,273.457,4.79,1927,150.0,54050.0
MAPAL,2023-07-25,76.27,283.204,4.55,60,149.0,32610.0
MAPAL,2023-07-26,78.35,264.582,4.43,60,149.0,31750.0
MAPAL,2023-07-27,78.79,293.311,5.1,60,149.0,34120.0
MAPAL,2023-07-28,77.52,268.963,4.95,60,149.0,31700.0
MAPAL,2023-07-29,78.12,269.457,4.35,60,149.0,32010.0
MAPAL,2023-07-31,77.87,286.246,5.21,60,149.0,33350.0
MAPAL,2023-08-01,78.14,251.472,4.42,60,149.0,30590.0
MAPAL,2023-08-01,78.91,246.737,3.91,60,149.0,30480.0
MAPAL,2023-08-03,77.14,258.102,2.89,60,149.0,30860.0
MAPAL,2023-08-04,78.83,234.048,3.71,60,149.0,29390.0
MAPAL,2023-08-04,77.88,262.455,2.23,60,149.0,31440.0
MAPAL,2023-08-05,78.83,245.719,4.15,60,149.0,30240.0
MAPAL,2023-08-06,78.33,239.117,2.55,60,149.0,29600.0
MAPAL,2023-08-07,76.4,243.455,2.94,60,149.0,29470.0
MAPAL,2023-08-08,78.23,262.048,2.82,60,149.0,31420.0
MAPAL,2023-08-09,75.25,261.927,6.23,60,149.0,30890.0
MAPAL,2023-08-10,74.58,252.346,3.96,60,149.0,29870.0
MAPAL,2023-08-11,77.13,250.227,5.05,60,149.0,30330.0
MAPAL,2023-08-16,75.14,237.29,4.62,60,149.0,28760.0
MAPAL,2023-08-17,76.8,237.63,5.38,60,149.0,29280.0
MAPAL,2023-08-18,73.77,238.444,3.38,60,149.0,28490.0
MAPAL,2023-08-21,76.47,242.971,6.83,60,149.0,29540.0
MAPAL,2023-08-22,77.63,250.29,4.43,60,149.0,30340.0
MAPAL,2023-08-26,72.62,225.558,5.3,812,1517.0,27000.0
MAPAL,2023-08-29,78.0,208.59,2.35,60,149.0,27230.0
MAPAL,2020-10-31,115.0,250.615,5.33,421,4178.0,50390.0
MAPAL,2023-08-24,117.53,248.873,6.38,1927,150.0,51330.0
MAPAL,2023-08-25,123.6,215.291,4.1,2350,1517.0,50350.0
MAPAL,2023-08-26,121.04,212.161,4.09,1927,150.0,47570.0
MAPAL,2023-08-29,120.12,240.926,4.66,2350,1517.0,52250.0
MAPAL,2023-09-02,121.16,248.514,4.23,1927,150.0,52520.0
MAPAL,2023-09-24,120.6,226.534,3.21,1927,150.0,49450.0
MAPAL,2023-10-01,123.8,251.05,5.81,2350,1517.0,54600.0
MAPAL,2023-10-03,120.12,255.411,2.49,1927,150.0,52930.0
MAPAL,2023-10-08,124.7,229.431,3.55,2350,1517.0,52180.0
MAPAL,2023-10-10,121.48,223.411,3.55,2350,1517.0,50930.0
MAPAL,2023-10-13,120.5,259.253,4.83,1927,150.0,53610.0
MAPAL,2023-10-16,120.5,244.398,4.18,1927,150.0,51300.0
MAPAL,2023-10-18,120.1,276.686,7.12,1927,150.0,54980.0
MAPAL,2023-10-19,121.05,263.693,3.65,1927,150.0,54310.0
MAPAL,2023-10-26,120.4,259.801,3.86,1927,150.0,53400.0
MAPAL,2023-10-28,121.2,244.719,3.88,1927,150.0,51730.0
MAPAL,2023-11-07,120.4,256.561,4.64,1927,150.0,53130.0
MAPAL,2023-11-13,123.3,251.095,3.27,2350,1517.0,54720.0
MAPAL,2023-12-11,119.26,237.632,4.97,1927,150.0,50360.0
MAPAL,2023-12-26,119.63,238.903,4.1,1927,150.0,50290.0
MAPAL,2023-12-29,121.01,222.213,4.47,1927,150.0,48800.0
MAPAL,2023-12-30,120.2,240.266,5.25,1927,150.0,50720.0
MAPAL,2024-01-01,122.52,226.575,4.91,2350,1517.0,51810.0
MAPAL,2024-01-03,124.37,240.492,4.04,2350,1517.0,54340.0
MAPAL,2024-01-04,121.16,237.372,4.0,1927,150.0,50770.0
MAPAL,2024-01-07,123.45,253.706,5.11,2350,1517.0,55140.0
MAPAL,2024-01-08,125.59,226.451,5.27,2350,1517.0,52230.0
MAPAL,2024-01-24,120.46,230.201,5.24,1927,150.0,49810.0
MAPAL,2024-02-14,118.11,258.657,5.84,1927,150.0,52550.0
MAPAL,2023-09-12,71.46,277.918,4.81,812,5425.0,30510.0
MAPAL,2023-09-26,78.32,220.761,4.94,60,149.0,28220.0
MAPAL,2024-02-01,75.68,271.01,7.91,60,149.0,31410.0
MAPAL,2023-09-12,75.5,259.47,4.52,60,149.0,30600.0
MAPAL,2023-09-26,77.0,238.571,3.12,60,149.0,29180.0
MAPAL,2022-02-26,79.0,250.886,2.62,60,149.0,30650.0
MAPAL,2023-01-19,76.64,251.566,3.3,60,149.0,29950.0
MAPAL,2023-06-15,124.85,278.734,4.8,7343,1903.0,55950.0
MAPAL,2023-08-23,77.81,231.59,3.52,60,149.0,28840.0
MAPAL,2023-08-24,74.8,238.369,2.04,60,149.0,28690.0
MAPAL,2023-08-28,78.12,203.149,3.23,60,149.0,26720.0
MAPAL,2023-09-01,75.22,275.06,3.2,60,149.0,31470.0
MAPAL,2023-09-02,76.68,242.697,4.11,60,149.0,29450.0
MAPAL,2023-09-03,68.72,237.34,3.82,812,5425.0,27660.0
MAPAL,2023-09-03,76.62,241.843,3.69,60,149.0,29450.0
MAPAL,2023-09-08,76.36,264.405,6.11,60,149.0,31310.0
MAPAL,2023-09-11,74.49,245.671,4.18,60,149.0,29230.0
MAPAL,2023-09-13,76.71,261.113,6.15,60,149.0,31020.0
MAPAL,2023-09-14,76.94,261.762,5.69,60,149.0,31170.0
MAPAL,2023-09-15,75.8,268.074,3.16,60,149.0,31340.0
MAPAL,2023-09-16,76.44,254.186,4.91,60,149.0,30430.0
MAPAL,2023-09-17,77.0,255.584,3.92,60,149.0,30600.0
MAPAL,2023-09-19,77.46,243.093,4.29,60,149.0,29960.0
MAPAL,2023-09-19,72.08,260.544,6.07,812,5425.0,29630.0
MAPAL,2023-09-20,77.9,240.18,4.56,60,149.0,29740.0
MAPAL,2023-09-23,77.66,247.489,3.83,60,149.0,30450.0
MAPAL,2023-09-24,77.35,238.655,3.11,60,149.0,29590.0
MAPAL,2023-09-25,77.9,250.449,5.93,60,149.0,30520.0
MAPAL,2023-09-27,76.4,277.88,10.48,60,149.0,31940.0
MAPAL,2023-09-28,77.44,292.097,3.46,60,149.0,33340.0
MAPAL,2023-09-28,72.1,263.107,5.11,812,5425.0,29590.0
MAPAL,2023-09-29,77.11,251.589,3.94,60,149.0,30380.0
MAPAL,2023-09-30,78.08,274.974,11.75,60,149.0,32540.0
MAPAL,2023-10-01,77.59,252.481,3.8,60,149.0,30630.0
MAPAL,2023-10-02,77.92,251.797,4.1,60,149.0,30560.0
MAPAL,2023-10-04,77.0,252.338,3.62,60,149.0,30300.0
MAPAL,2023-10-06,75.92,231.164,4.24,60,149.0,28370.0
MAPAL,2023-10-08,79.5,223.396,5.02,60,149.0,28510.0
MAPAL,2023-10-09,77.12,218.491,2.12,60,149.0,28050.0
MAPAL,2023-10-09,114.7,217.001,4.11,2413,2921.0,43560.0
MAPAL,2023-10-10,77.86,207.295,5.39,60,149.0,27230.0
MAPAL,2023-10-11,77.12,237.682,3.71,60,149.0,29400.0
MAPAL,2023-10-12,76.83,217.493,3.49,60,149.0,27720.0
MAPAL,2023-10-16,77.4,237.984,4.51,60,149.0,29450.0
MAPAL,2023-10-18,77.35,243.697,3.38,60,149.0,29860.0
MAPAL,2023-10-20,72.47,264.385,4.31,812,5425.0,30070.0
MAPAL,2023-10-20,77.2,244.56,5.15,60,149.0,29760.0
MAPAL,2023-10-22,72.16,253.742,4.0,812,5425.0,28940.0
MAPAL,2023-10-22,114.28,253.588,5.33,2413,2921.0,48150.0
MAPAL,2023-10-23,78.24,249.105,3.94,60,149.0,30630.0
MAPAL,2023-10-23,72.2,270.499,3.5,812,5425.0,30110.0
MAPAL,2023-10-26,78.8,254.442,3.96,60,149.0,30920.0
MAPAL,2023-10-26,73.7,265.4,5.37,812,5425.0,30210.0
MAPAL,2023-10-28,79.7,242.409,3.62,60,149.0,30240.0
MAPAL,2023-10-29,115.7,249.525,8.43,2413,2921.0,47840.0
MAPAL,2023-10-30,77.68,204.943,5.7,60,149.0,26940.0
MAPAL,2023-11-02,77.21,240.513,5.87,60,149.0,29630.0
MAPAL,2023-11-04,77.89,241.494,6.37,60,149.0,29870.0
MAPAL,2023-11-04,72.8,259.615,6.04,812,5425.0,29920.0
MAPAL,2023-11-07,79.1,210.619,2.75,60,149.0,27520.0
MAPAL,2023-11-09,78.8,211.675,2.18,60,149.0,27480.0
MAPAL,2023-11-09,72.68,264.447,3.74,812,5425.0,29970.0
MAPAL,2023-11-09,78.5,243.312,6.32,60,149.0,29930.0
MAPAL,2023-11-11,79.2,246.465,3.36,60,149.0,30340.0
MAPAL,2023-11-14,78.36,231.751,5.31,60,149.0,28970.0
MAPAL,2023-11-15,72.1,237.725,2.85,812,5425.0,27770.0
MAPAL,2023-11-16,77.3,248.124,11.84,60,149.0,29950.0
MAPAL,2023-11-17,76.64,227.296,2.83,60,149.0,28210.0
MAPAL,2023-11-18,78.2,238.107,3.88,60,149.0,29440.0
MAPAL,2023-11-19,78.54,221.925,3.2,60,149.0,28380.0
MAPAL,2023-11-20,78.28,216.658,5.1,60,149.0,28000.0
MAPAL,2023-11-20,75.86,258.898,6.21,60,149.0,30530.0
MAPAL,2023-11-22,77.78,209.951,4.74,60,149.0,27140.0
MAPAL,2023-11-23,77.92,223.563,4.49,60,149.0,28080.0
MAPAL,2023-12-11,77.3,231.695,4.85,60,149.0,29230.0
MAPAL,2023-12-26,75.58,231.41,4.43,60,149.0,28410.0
MAPAL,2023-12-26,71.29,235.657,3.59,812,5425.0,27460.0
MAPAL,2023-12-26,74.91,247.897,5.07,60,149.0,29460.0
MAPAL,2023-12-26,120.57,229.825,4.3,1927,150.0,49480.0
MAPAL,2023-12-26,70.93,247.568,4.76,812,5425.0,28280.0
MAPAL,2023-12-27,76.72,230.579,5.56,60,149.0,28460.0
MAPAL,2023-12-27,72.07,238.518,3.57,812,5425.0,27980.0
MAPAL,2023-12-28,69.96,214.265,4.35,812,5425.0,27830.0
MAPAL,2023-12-30,76.96,245.322,3.94,60,149.0,29790.0
MAPAL,2023-12-31,73.29,262.246,7.12,812,5425.0,29980.0
MAPAL,2024-01-01,122.68,243.316,5.43,2350,1517.0,54150.0
MAPAL,2024-01-01,122.0,250.492,5.3,1927,150.0,52740.0
MAPAL,2024-01-02,64.78,242.976,4.06,812,5425.0,26430.0
MAPAL,2024-01-02,112.18,225.441,3.92,2413,2921.0,44160.0
MAPAL,2024-01-14,72.37,280.33,20.17,812,5425.0,32980.0
MAPAL,2024-01-14,122.08,271.543,5.42,1927,150.0,54960.0
MAPAL,2024-01-14,76.5,304.184,12.48,60,149.0,34400.0
MAPAL,2024-01-22,70.16,233.324,3.6,812,5425.0,27430.0
MAPAL,2024-01-24,77.06,211.134,4.14,60,149.0,27180.0
MAPAL,2024-01-25,76.4,242.801,3.02,60,149.0,29350.0
MAPAL,2024-01-26,69.9,248.355,4.05,812,5425.0,28190.0
MAPAL,2024-01-28,74.49,285.787,13.59,60,149.0,32470.0
MAPAL,2024-01-29,79.1,257.269,4.85,60,149.0,31250.0
MAPAL,2024-01-29,70.85,272.406,4.47,812,5425.0,30150.0
MAPAL,2024-01-30,78.35,258.966,4.53,60,149.0,31240.0
MAPAL,2024-02-02,75.21,237.601,6.73,60,149.0,28640.0
MAPAL,2024-02-03,68.84,265.834,5.3,812,5425.0,29030.0
MAPAL,2024-02-04,75.29,269.226,4.92,60,149.0,31110.0
MAPAL,2024-02-10,75.96,258.952,5.38,60,149.0,30700.0
MAPAL,2024-02-15,72.8,241.689,16.02,812,5425.0,29380.0
MAPAL,2024-02-15,115.4,255.806,7.6,7646,2921.0,48660.0
MAPAL,2024-02-16,74.24,254.31,4.42,60,149.0,29880.0
MAPAL,2024-02-16,71.08,270.4,5.37,812,5425.0,30250.0
